mCurrentLap,mWorldPosition[0],mWorldPosition[1],mWorldPosition[2],mLocalAcceleration[0],mLocalAcceleration[1],mLocalAcceleration[2],mSteering,mBrake,mThrottle,mTyreRPS[0],mTyreRPS[1],mTyreRPS[2],mTyreRPS[3],mWorldVelocity[0],mWorldVelocity[1],mWorldVelocity[2],mOrientation[0],mOrientation[1],mOrientation[2],mSpeed,mCurrentTime,mAngularVelocity[0],mAngularVelocity[1],mAngularVelocity[2]
2,-252.49,222.453,289.116,0.0306117,0.657252,-1.6974,-3.10E-05,0,1,-114.817,-114.821,-116.275,-116.26,-20.7179,0.853019,-28.9527,0.0279065,0.621136,0.000309172,35.6151,0.193359,-0.00758079,0.000845186,-0.00050398
2,-252.792,222.466,288.694,0.0322426,0.691209,-1.63451,-3.06E-05,0,1,-114.937,-114.901,-116.363,-116.348,-20.7313,0.863764,-28.9723,0.0280583,0.621123,0.000311749,35.639,0.210449,-0.0127131,0.000964658,7.17E-05
2,-253.169,222.481,288.167,0.0316867,0.645647,-1.70251,-3.02E-05,0,1,-114.995,-114.994,-116.461,-116.446,-20.7467,0.875342,-28.9947,0.0283548,0.621106,0.000302527,35.6696,0.226563,-0.0186227,0.000853525,0.000660854
2,-253.509,222.496,287.692,0.0337934,0.577838,-1.66093,-3.00E-05,0,1,-115.08,-115.093,-116.56,-116.544,-20.762,0.885948,-29.017,0.0287206,0.621092,0.000291648,35.6968,0.242188,-0.024159,0.000840544,0.000645539
2,-253.849,222.51,287.217,0.0266466,0.554965,-1.84241,-2.99E-05,0,1,-115.169,-115.22,-116.643,-116.618,-20.7772,0.895217,-29.0391,0.0291643,0.62108,0.000278983,35.7257,0.259277,-0.0280942,0.000776139,0.000923203
2,-254.189,222.525,286.741,0.0315437,0.662621,-1.72063,-3.00E-05,0,1,-115.285,-115.283,-116.706,-116.696,-20.796,0.908631,-29.0663,0.0296069,0.621066,0.000257557,35.7543,0.277344,-0.0254781,0.000868232,0.00128904
2,-254.568,222.542,286.212,0.0290054,0.532116,-1.70477,-3.01E-05,0,1,-115.41,-115.378,-116.793,-116.783,-20.8123,0.919422,-29.0901,0.0300181,0.621049,0.00023146,35.785,0.293457,-0.0204425,0.00093887,0.00131482
2,-255.249,222.572,285.259,0.0272368,0.360121,-1.64863,-0.000135289,0,1,-115.54,-115.602,-116.976,-116.962,-20.8424,0.934896,-29.1336,0.0304876,0.621024,0.00023175,35.8366,0.326172,-0.0105813,0.000650921,-0.0015104
2,-255.591,222.587,284.782,0.0465783,0.283167,-1.68579,-0.00140917,0,1,-115.624,-115.638,-117.074,-117.059,-20.8579,0.940863,-29.1563,0.0306254,0.621015,0.000276901,35.8674,0.342285,-0.00575877,-0.000188893,-0.00301847
2,-255.932,222.603,284.305,0.44484,0.714671,-1.62295,-0.00832442,0,1,-115.656,-115.8,-117.175,-117.153,-20.8702,0.951444,-29.1804,0.0307283,0.620998,0.000443361,35.894,0.359375,-0.00742845,0.00328,-0.0148041
2,-256.274,222.618,283.827,0.866371,0.734884,-1.65695,-0.0148103,0,1,-115.711,-115.887,-117.263,-117.251,-20.8756,0.963604,-29.2071,0.0309033,0.620868,0.000909076,35.9209,0.375488,-0.0121232,0.0103521,-0.0352331
2,-256.653,222.636,283.295,1.52675,0.625455,-1.586,-0.0248714,0,1,-115.712,-116.07,-117.362,-117.371,-20.8735,0.976917,-29.2441,0.0311933,0.620492,0.00196734,35.9498,0.393555,-0.0173931,0.0260343,-0.0695054
2,-256.956,222.65,282.869,2.21866,0.45671,-1.61376,-0.034446,0,1,-115.743,-116.202,-117.447,-117.494,-20.8616,0.986688,-29.286,0.0314795,0.61992,0.0032659,35.973,0.40918,-0.0206623,0.0482211,-0.102323
2,-257.335,222.668,282.335,2.84885,0.559655,-1.69547,-0.0435237,0,1,-115.76,-116.303,-117.48,-117.592,-20.8422,0.995598,-29.3332,0.0318328,0.618901,0.00515134,36.0006,0.42627,-0.0206763,0.0740976,-0.128527
2,-257.675,222.685,281.854,3.45647,0.522843,-1.55983,-0.0525916,0,1,-115.806,-116.439,-117.515,-117.692,-20.8136,1.00566,-29.3849,0.0321566,0.617235,0.00767742,36.0291,0.442383,-0.0148791,0.103119,-0.14976
2,-258.014,222.701,281.372,4.05088,0.456766,-1.49764,-0.0612966,0,1,-115.752,-116.566,-117.56,-117.818,-20.7777,1.01452,-29.4394,0.0323523,0.615216,0.0102336,36.0536,0.459473,-0.00913877,0.132516,-0.16432
2,-258.353,222.718,280.889,4.74752,0.35697,-1.44604,-0.0676209,0,1,-115.745,-116.705,-117.635,-117.978,-20.7241,1.02376,-29.5098,0.0324623,0.612681,0.0129342,36.0772,0.475586,-0.00241698,0.170923,-0.170573
2,-258.691,222.735,280.405,4.86235,0.293167,-1.38142,-0.0595725,0,1,-115.89,-116.597,-117.699,-118.113,-20.6782,1.03001,-29.5673,0.0324977,0.609613,0.0154176,36.1003,0.493652,0.00205602,0.196097,-0.148527
2,-259.029,222.752,279.92,4.97412,0.307725,-1.38902,-0.048832,0,1,-116.011,-116.77,-117.799,-118.27,-20.6201,1.03754,-29.6379,0.0324806,0.606188,0.0172915,36.1228,0.508301,0.00517712,0.216535,-0.102354
2,-259.739,222.788,278.894,4.7078,0.849843,-1.45764,-0.0304688,0,1,-116.109,-117.031,-118.046,-118.519,-20.5163,1.06892,-29.7636,0.0327477,0.59835,0.0191679,36.1706,0.544434,-0.0117966,0.230939,-0.0262717
2,-260.075,222.806,278.407,4.49753,0.78554,-1.43515,-0.0210999,0,1,-116.231,-117.082,-118.172,-118.638,-20.4676,1.0843,-29.8246,0.0331161,0.594605,0.0190468,36.1935,0.55957,-0.0212271,0.227532,0.0126104
2,-260.41,222.823,277.919,4.24386,0.641692,-1.5334,-0.0105213,0,1,-116.334,-117.162,-118.329,-118.736,-20.4174,1.0994,-29.8906,0.0336276,0.590992,0.0183452,36.2181,0.577637,-0.030808,0.215699,0.0493145
2,-260.783,222.843,277.375,3.92813,0.812168,-1.63406,0.000232507,0,1,-116.484,-117.251,-118.356,-118.806,-20.3728,1.11595,-29.9567,0.03429,0.587285,0.0170459,36.2478,0.593262,-0.0326379,0.19405,0.0756177
2,-261.08,222.86,276.939,3.65358,0.724581,-1.63057,0.003067,0,1,-116.535,-117.377,-118.439,-118.842,-20.3409,1.1285,-30.0056,0.0347855,0.584662,0.0157613,36.2708,0.610352,-0.0296008,0.170511,0.0841822
2,-261.45,222.88,276.394,3.75789,0.612071,-1.63807,0.00374685,0,1,-116.661,-117.388,-118.559,-118.881,-20.3047,1.14086,-30.0608,0.0353133,0.58183,0.0142085,36.2994,0.626465,-0.0246816,0.147008,0.0753482
2,-261.783,222.899,275.901,3.85202,0.507381,-1.6131,0.00439906,0,1,-116.773,-117.415,-118.685,-118.92,-20.2668,1.15153,-30.1168,0.0356859,0.579664,0.0131271,36.3249,0.642578,-0.0189901,0.125673,0.0538342
2,-262.115,222.918,275.408,3.85573,0.392748,-1.61079,0.00496769,0,1,-116.896,-117.451,-118.802,-118.957,-20.2296,1.16002,-30.171,0.0359503,0.577823,0.0124115,36.3503,0.65918,-0.0127288,0.106954,0.0337704
2,-262.446,222.937,274.914,3.84503,0.671401,-1.65786,0.00549267,0,1,-117.064,-117.514,-118.926,-118.997,-20.1898,1.16926,-30.2288,0.0361128,0.57628,0.0119571,36.3759,0.677246,-0.00794495,0.0886611,0.0223989
2,-262.813,222.958,274.364,3.7464,0.938595,-1.59135,0.00589621,0,1,-117.135,-117.513,-119.035,-119.043,-20.1522,1.18565,-30.2843,0.0363116,0.575003,0.0115884,36.4013,0.69043,-0.0132704,0.073057,0.0183985
2,-263.106,222.976,273.923,3.58527,0.87574,-1.57421,0.0061919,0,1,-117.257,-117.569,-119.141,-119.093,-20.116,1.202,-30.3377,0.0366138,0.573964,0.0112716,36.4264,0.709473,-0.0199788,0.0591337,0.0168368
2,-263.8,223.018,272.873,3.14777,0.625083,-1.7002,0.00647275,0,1,-117.537,-117.733,-119.34,-119.175,-20.0487,1.22989,-30.4457,0.0375869,0.572444,0.0104768,36.4812,0.746582,-0.0323643,0.0342946,0.0266173
2,-264.129,223.038,272.374,2.92188,0.808277,-1.70564,0.0064528,0,1,-117.631,-117.76,-119.328,-119.217,-20.0228,1.24433,-30.4963,0.0380533,0.572048,0.00999455,36.5063,0.759277,-0.030397,0.023313,0.0348708
2,-264.456,223.058,271.874,2.64959,0.689078,-1.63536,0.00635169,0,1,-117.728,-117.825,-119.378,-119.254,-20.0009,1.257,-30.5402,0.0385505,0.571733,0.00928752,36.5356,0.775391,-0.0253047,0.0145911,0.0401107
2,-264.82,223.081,271.319,2.32331,0.502585,-1.60443,0.00614583,0,1,-117.845,-117.901,-119.459,-119.315,-19.9793,1.26904,-30.5884,0.0389256,0.571584,0.00845584,36.5643,0.793457,-0.018389,0.00590126,0.0479364
2,-265.111,223.1,270.873,2.01317,0.333567,-1.59762,0.00587633,0,1,-117.991,-118.018,-119.544,-119.386,-19.963,1.27715,-30.6306,0.0391263,0.571564,0.00769338,36.587,0.80957,-0.0110748,-0.000862779,0.0548793
2,-265.474,223.123,270.316,1.73299,0.318361,-1.58821,0.00556716,0,1,-118.042,-118.037,-119.627,-119.464,-19.9521,1.28351,-30.6689,0.0392531,0.571627,0.00674249,36.6132,0.826172,-0.00533518,-0.00592656,0.0612074
2,-265.801,223.144,269.814,1.4869,0.648543,-1.56237,0.00521718,0,1,-118.129,-118.107,-119.709,-119.551,-19.9442,1.29431,-30.7041,0.0393541,0.57178,0.00548387,36.6415,0.842285,-0.0064601,-0.00979489,0.0738114
2,-266.113,223.164,269.335,1.21968,0.608374,-1.53052,0.00484818,0,1,-118.219,-118.184,-119.791,-119.639,-19.9399,1.3054,-30.7357,0.0394867,0.571962,0.00430577,36.6655,0.859375,-0.00964352,-0.0124717,0.0765349
2,-266.479,223.188,268.771,0.975745,0.474757,-1.51473,0.00446388,0,1,-118.355,-118.313,-119.872,-119.73,-19.9386,1.31472,-30.7646,0.0397035,0.572219,0.00293536,36.6935,0.876465,-0.0125905,-0.0144382,0.0746371
2,-266.812,223.21,268.258,0.735833,0.414111,-1.55998,0.00403118,0,1,-118.398,-118.344,-119.964,-119.827,-19.9414,1.32361,-30.7955,0.039956,0.572479,0.00177079,36.72,0.893555,-0.0160454,-0.0158652,0.0691481
2,-267.112,223.23,267.796,0.525968,0.561135,-1.63907,0.0035799,0,1,-118.501,-118.441,-120.023,-119.906,-19.9482,1.33386,-30.8264,0.0402071,0.572727,0.000790016,36.7447,0.90918,-0.0160185,-0.016904,0.0636802
2,-267.778,223.275,266.768,0.216799,0.382522,-1.51314,0.00283199,0,1,-118.724,-118.658,-120.156,-120.061,-19.9656,1.35135,-30.8732,0.0406053,0.573304,-0.000961182,36.7966,0.943359,-0.00823141,-0.0173184,0.0445242
2,-268.111,223.298,266.253,0.0990518,0.321658,-1.5913,0.00246509,0,1,-118.751,-118.681,-120.245,-120.152,-19.978,1.35827,-30.8965,0.0406989,0.573589,-0.00160137,36.823,0.958496,-0.0043126,-0.016978,0.0363826
2,-268.477,223.322,265.687,0.00577334,0.229989,-1.54534,0.00228379,0,1,-118.829,-118.758,-120.329,-120.244,-19.9907,1.36347,-30.9171,0.0407317,0.573866,-0.00211857,36.8488,0.976563,-0.000869075,-0.016391,0.0298002
2,-268.777,223.343,265.223,0.119621,0.420454,-1.54137,-0.000681018,0,1,-118.837,-118.935,-120.425,-120.345,-20.0058,1.36881,-30.9393,0.0407136,0.574141,-0.00253574,36.8745,0.993652,0.00127824,-0.0155416,0.0244999
2,-269.111,223.366,264.707,0.00166813,1.06004,-1.44565,0.00149837,0,1,-119.044,-118.927,-120.508,-120.445,-20.0177,1.38438,-30.9589,0.0408092,0.574362,-0.00299387,36.8988,1.0083,-0.00983462,-0.0126255,0.0287564
2,-269.479,223.392,264.139,-0.411165,1.19192,-1.50461,0.00739755,0,1,-119.142,-118.939,-120.609,-120.563,-20.0365,1.40777,-30.98,0.0411608,0.574555,-0.00353543,36.924,1.02637,-0.0286378,-0.0124048,0.037622
2,-269.78,223.413,263.674,-0.854254,1.12162,-1.47048,0.0139647,0,1,-119.255,-118.992,-120.689,-120.651,-20.0568,1.42597,-30.9923,0.0417893,0.574797,-0.00428667,36.9485,1.04346,-0.0432642,-0.0164841,0.0524932
2,-270.115,223.437,263.158,-1.53015,1.01339,-1.5506,0.0224638,0,1,-119.362,-119.048,-120.79,-120.712,-20.0884,1.44442,-31.0009,0.042676,0.575193,-0.00543279,36.9743,1.05859,-0.0580262,-0.0287009,0.0804217
2,-270.485,223.463,262.589,-2.13943,1.23083,-1.63603,0.0293967,0,1,-119.497,-119.155,-120.797,-120.708,-20.1285,1.46457,-31.006,0.0437077,0.57587,-0.00711805,37.0023,1.07617,-0.0618316,-0.0471629,0.112077
2,-270.788,223.485,262.124,-2.49763,1.1624,-1.54027,0.0266089,0,1,-119.45,-119.276,-120.873,-120.716,-20.1785,1.48698,-31.0055,0.0446923,0.576922,-0.00911062,37.0282,1.09033,-0.0564258,-0.0712831,0.1232
2,-271.126,223.51,261.607,-2.20012,1.14824,-1.45491,0.0167009,0,1,-119.517,-119.387,-120.987,-120.753,-20.2233,1.5076,-31.0044,0.0455596,0.578288,-0.0108607,37.0525,1.1084,-0.0482438,-0.0869133,0.0965322
2,-271.498,223.538,261.039,-1.54804,1.13269,-1.46811,0.00642451,0,1,-119.651,-119.452,-121.102,-120.83,-20.2644,1.53028,-31.0084,0.0462759,0.579776,-0.0118359,37.0769,1.12646,-0.0374215,-0.0898128,0.0361792
2,-272.14,223.587,260.056,-0.978224,1.37857,-1.48096,-0.000755196,0,1,-119.874,-119.531,-121.278,-121.024,-20.3203,1.56958,-31.0286,0.047193,0.582441,-0.0110997,37.1258,1.1582,-0.020686,-0.068653,-0.0529839
2,-272.512,223.616,259.486,-1.11048,1.24837,-1.43375,-0.000953054,0,1,-119.928,-119.639,-121.367,-121.138,-20.3489,1.59398,-31.0384,0.0475913,0.583573,-0.00992454,37.1519,1.17627,-0.02135,-0.0571422,-0.0631394
2,-272.851,223.642,258.968,-1.17983,1.07229,-1.42929,-0.00113439,0,1,-119.98,-119.731,-121.44,-121.24,-20.3745,1.61218,-31.0461,0.0479641,0.584427,-0.00891389,37.1755,1.19336,-0.0221399,-0.0485841,-0.0546114
2,-273.157,223.667,258.502,-1.19671,0.845617,-1.38671,-0.00132425,0,1,-120.083,-119.856,-121.514,-121.351,-20.402,1.62806,-31.0536,0.0483125,0.58507,-0.00822575,37.1963,1.21045,-0.0231877,-0.0406332,-0.0384164
2,-273.531,223.697,257.932,-1.20045,0.835428,-1.61304,-0.00152568,0,1,-120.096,-119.94,-121.577,-121.44,-20.4355,1.64406,-31.0645,0.0487105,0.585664,-0.00775924,37.2224,1.22363,-0.0227401,-0.0324277,-0.0177348
2,-273.838,223.721,257.466,-1.16908,0.801553,-1.48098,-0.00166709,0,1,-120.156,-120.023,-121.608,-121.516,-20.4624,1.65795,-31.0731,0.0490324,0.58614,-0.00755427,37.2473,1.24121,-0.0164745,-0.0264188,-0.00721865
2,-274.179,223.749,256.948,-1.1192,0.61361,-1.45308,-0.00179346,0,1,-120.22,-120.115,-121.67,-121.612,-20.4913,1.67066,-31.0825,0.0492264,0.586514,-0.00748265,37.2715,1.2583,-0.0088068,-0.0204839,-0.00155636
2,-274.555,223.78,256.378,-1.05493,0.425153,-1.41901,-0.00188169,0,1,-120.329,-120.213,-121.742,-121.707,-20.5178,1.67962,-31.0916,0.0492956,0.586797,-0.0074628,37.2952,1.27637,-0.00183725,-0.0154049,-0.000218986
2,-274.863,223.805,255.911,-0.975173,0.270776,-1.48927,-0.00194261,0,1,-120.342,-120.314,-121.828,-121.814,-20.5464,1.6867,-31.1029,0.0492504,0.587004,-0.0074241,37.3196,1.29053,0.00490327,-0.0108288,-0.00279352
2,-275.206,223.833,255.393,-0.892876,0.0861771,-1.44411,-0.00196513,0,1,-120.41,-120.372,-121.913,-121.917,-20.5724,1.69089,-31.1144,0.0491123,0.587142,-0.00733818,37.3436,1.30859,0.0102595,-0.00694403,-0.00651028
2,-275.583,223.864,254.822,-0.787342,-0.397917,-1.46112,-0.00195416,0,1,-120.49,-120.468,-122.011,-122.026,-20.5999,1.68673,-31.1283,0.0488346,0.587224,-0.00714311,37.3678,1.32617,0.0214649,-0.00341462,-0.0133141
2,-276.236,223.918,253.836,-0.597309,-0.537634,-1.47645,-0.00185904,0,1,-120.618,-120.667,-122.188,-122.211,-20.6437,1.67312,-31.1553,0.0478104,0.587259,-0.0066114,37.4164,1.3584,0.0370535,0.000870642,-0.0181593
2,-276.614,223.948,253.265,-0.516662,-0.471747,-1.45808,-0.00178358,0,1,-120.684,-120.692,-122.275,-122.309,-20.6641,1.66636,-31.1703,0.0471461,0.587228,-0.00627581,37.4406,1.37646,0.0408151,0.00253475,-0.0216601
2,-276.958,223.976,252.746,-0.426748,-0.658107,-1.41737,-0.00168408,0,1,-120.759,-120.772,-122.407,-122.427,-20.6845,1.65715,-31.1863,0.0464016,0.587169,-0.00580327,37.4662,1.39355,0.0398867,0.00384354,-0.0272702
2,-277.268,224.001,252.278,-0.338514,-0.69485,-1.40971,-0.00156631,0,1,-120.89,-120.861,-122.527,-122.541,-20.7051,1.64596,-31.2047,0.0458479,0.587105,-0.00537664,37.4875,1.40918,0.0349235,0.0048512,-0.0286832
2,-277.648,224.031,251.706,-0.271309,-0.616835,-1.46465,-0.00145177,0,1,-120.924,-120.999,-122.624,-122.636,-20.7229,1.63641,-31.2225,0.0453228,0.587024,-0.00492338,37.5119,1.42627,0.0283459,0.00500418,-0.0262422
2,-277.959,224.056,251.237,-0.206897,-0.545502,-1.49095,-0.00134571,0,1,-120.993,-121.016,-122.704,-122.716,-20.7385,1.62889,-31.2397,0.04492,0.586938,-0.00452552,37.537,1.44336,0.0214777,0.0054404,-0.0228331
2,-278.304,224.083,250.716,-0.143294,-0.499486,-1.4944,-0.00121558,0,1,-121.084,-121.106,-122.799,-122.808,-20.7563,1.62074,-31.2609,0.0446416,0.586846,-0.0041869,37.5617,1.4585,0.0134582,0.00567615,-0.0190284
2,-278.685,224.113,250.143,-0.0914627,-0.0757619,-1.48352,-0.0011109,0,1,-121.168,-121.175,-122.872,-122.881,-20.77,1.61755,-31.2787,0.044501,0.58674,-0.00390238,37.5887,1.47656,0.00411033,0.00585248,-0.0142128
2,-278.997,224.137,249.673,-0.0448934,0.210217,-1.46996,-0.000998213,0,1,-121.253,-121.299,-122.952,-122.945,-20.7842,1.62086,-31.2984,0.0445983,0.58665,-0.00371817,37.6107,1.49365,-0.0111176,0.00589895,-0.0120243
2,-279.343,224.164,249.151,-0.00520376,0.315258,-1.50358,-0.000880251,0,1,-121.328,-121.361,-123.032,-123.017,-20.7995,1.62732,-31.3208,0.0449445,0.58655,-0.00353155,37.6357,1.5083,-0.0273346,0.00604184,-0.0108969
2,-279.725,224.194,248.577,0.0179687,0.394054,-1.47814,-0.000779017,0,1,-121.415,-121.444,-123.1,-123.087,-20.8128,1.63462,-31.3411,0.0455991,0.586437,-0.00333792,37.6627,1.52637,-0.0411914,0.00597975,-0.0110988
2,-280.072,224.221,248.054,0.0423323,0.587916,-1.65982,-0.000693246,0,1,-121.504,-121.526,-123.138,-123.104,-20.8253,1.64294,-31.3611,0.0463211,0.586345,-0.00318408,37.687,1.54346,-0.0509816,0.0058966,-0.0100067
2,-280.385,224.245,247.583,0.0510463,0.723625,-1.54458,-0.000604048,0,1,-121.616,-121.647,-123.147,-123.135,-20.8388,1.65569,-31.3829,0.0472164,0.586247,-0.00301023,37.7129,1.55859,-0.0546954,0.00548697,-0.0112584
2,-280.732,224.273,247.059,0.0714,0.793133,-1.51055,-0.000525482,0,1,-121.666,-121.71,-123.198,-123.181,-20.8508,1.669,-31.403,0.048045,0.586166,-0.00283592,37.7355,1.57617,-0.0553561,0.00516199,-0.0118232
2,-281.08,224.301,246.535,0.0845703,0.812939,-1.46972,-0.000453169,0,1,-121.745,-121.767,-123.25,-123.244,-20.8624,1.6829,-31.4227,0.0490442,0.586072,-0.00263521,37.7625,1.59033,-0.05386,0.00486294,-0.0108532
2,-281.428,224.329,246.01,0.0630829,0.783022,-1.4502,0.000379182,0,1,-121.849,-121.843,-123.326,-123.316,-20.8754,1.69875,-31.4453,0.0498905,0.585991,-0.00248708,37.7867,1.6084,-0.0490436,0.00439026,-0.00814803
2,-281.811,224.36,245.433,0.0635381,0.779431,-1.47152,0.000322253,0,1,-121.946,-121.973,-123.407,-123.39,-20.8887,1.71371,-31.4673,0.05057,0.585931,-0.00239051,37.8083,1.62354,-0.042292,0.00330234,-0.00487655
2,-282.125,224.386,244.961,0.0769526,1.23397,-1.47481,0.000285691,0,1,-121.977,-122.01,-123.478,-123.447,-20.8995,1.7318,-31.4856,0.0513391,0.585877,-0.00233262,37.8351,1.6416,-0.0421624,0.00264679,-0.00227892
2,-282.473,224.415,244.436,0.0881011,1.25471,-1.40226,0.000247542,0,1,-122.065,-122.079,-123.563,-123.531,-20.9119,1.75631,-31.507,0.0520565,0.585836,-0.00231599,37.8584,1.6582,-0.0435506,0.00208151,-0.000494277
2,-282.857,224.447,243.857,0.0927373,1.195,-1.40251,0.000196008,0,1,-122.139,-122.149,-123.635,-123.603,-20.9218,1.77561,-31.5245,0.0527882,0.585804,-0.00231989,37.8816,1.67627,-0.0440876,0.0017069,0.000486204
2,-283.206,224.477,243.332,0.0986226,1.09821,-1.42047,7.86E-05,0,1,-122.258,-122.251,-123.718,-123.674,-20.9326,1.79566,-31.5439,0.0535214,0.585776,-0.0023405,37.905,1.69043,-0.0438357,0.00151808,0.0016962
2,-283.521,224.504,242.858,0.0963309,1.1758,-1.5284,-0.000189494,0,1,-122.291,-122.326,-123.755,-123.722,-20.9448,1.81643,-31.5652,0.0542022,0.585754,-0.0023614,37.9305,1.70947,-0.0380941,0.00114479,-0.000233914
2,-283.905,224.537,242.279,0.106434,1.05813,-1.41172,-0.000534561,0,1,-122.374,-122.392,-123.822,-123.791,-20.9571,1.83827,-31.5873,0.0547217,0.585731,-0.00229592,37.9541,1.72656,-0.0261629,0.00131659,-0.00651256
2,-284.569,224.596,241.277,0.134883,0.739275,-1.35695,-0.00100051,0,1,-122.567,-122.541,-123.982,-123.944,-20.9771,1.86847,-31.6244,0.0551991,0.585668,-0.00193849,37.9997,1.76123,-0.0048089,0.00246696,-0.0133157
2,-284.953,224.631,240.697,0.128272,0.498328,-1.40057,-0.000431168,0,1,-122.586,-122.611,-124.065,-124.035,-20.9871,1.87896,-31.6433,0.0551672,0.585623,-0.00171679,38.0228,1.77637,0.00488301,0.00285169,-0.0127595
2,-285.268,224.659,240.223,0.0854939,0.925603,-1.36474,-8.48E-05,0,1,-122.648,-122.655,-124.161,-124.135,-20.9987,1.89102,-31.6639,0.0550126,0.585574,-0.00158496,38.0456,1.79053,0.00955008,0.00281252,-0.00525573
2,-285.618,224.691,239.695,0.0825309,1.15033,-1.31523,-7.26E-05,0,1,-122.72,-122.733,-124.264,-124.24,-21.0102,1.91283,-31.6841,0.0549308,0.58553,-0.00153878,38.0676,1.80859,0.000948712,0.00257293,-0.00170086
2,-286.004,224.726,239.114,0.0866025,1.04297,-1.28885,-6.25E-05,0,1,-122.851,-122.836,-124.354,-124.335,-21.0204,1.93214,-31.702,0.055003,0.585487,-0.00153199,38.089,1.82617,-0.00867921,0.00248025,0.000333756
2,-286.319,224.755,238.638,0.0882326,0.907538,-1.35951,-5.43E-05,0,1,-122.863,-122.901,-124.447,-124.415,-21.0299,1.9475,-31.7187,0.0552393,0.585448,-0.00155372,38.1112,1.84326,-0.0178331,0.00231923,0.00195249
2,-286.67,224.788,238.109,0.0961989,1.0257,-1.55761,-4.66E-05,0,1,-122.945,-122.96,-124.516,-124.467,-21.0413,1.96382,-31.7388,0.0556416,0.585407,-0.00163193,38.1358,1.8584,-0.0266411,0.00236156,0.00635412
2,-287.056,224.824,237.526,0.0872866,1.11841,-1.42714,-4.06E-05,0,1,-123.025,-123.039,-124.534,-124.508,-21.0524,1.98299,-31.7582,0.0561114,0.585366,-0.00176496,38.162,1.87646,-0.0248243,0.00215365,0.00715737
2,-287.372,224.854,237.05,0.0835926,0.890842,-1.30417,-3.51E-05,0,1,-123.163,-123.132,-124.597,-124.575,-21.0637,2.00157,-31.7779,0.0564297,0.585333,-0.00186568,38.1819,1.89355,-0.0195917,0.00216359,0.00641982
2,-287.723,224.887,236.52,0.0750073,0.732123,-1.37939,-3.05E-05,0,1,-123.18,-123.208,-124.683,-124.661,-21.0758,2.01714,-31.7989,0.0566938,0.585301,-0.00194551,38.2047,1.9082,-0.0133882,0.00190281,0.0035114
