mCarName,mTrackLocation,mTrackVariation,mCurrentLap,mWorldPosition[0],mWorldPosition[1],mWorldPosition[2],mLocalAcceleration[0],mLocalAcceleration[1],mLocalAcceleration[2],mSteering,mBrake,mThrottle,mTyreRPS[0],mTyreRPS[1],mTyreRPS[2],mTyreRPS[3],mWorldVelocity[0],mWorldVelocity[1],mWorldVelocity[2],mOrientation[0],mOrientation[1],mOrientation[2],mSpeed,mCurrentTime,mAngularVelocity[0],mAngularVelocity[1],mAngularVelocity[2]
Toyota GT-86,Laguna_Seca,,1,-134.639,216.909,50.7157,-0.0203786,-0.210564,-2.00085,6.57593e-05,0,1,-114.947,-114.944,-116.39,-116.36,34.3485,-0.429874,-9.55235,-0.0079112,-1.29961,0.00935286,35.6579,39.455,0.00648974,-0.000662789,0.000489595
Toyota GT-86,Laguna_Seca,,1,-131.252,216.865,49.7738,-0.0636355,-0.232886,-1.99399,0.000964877,0,1,-115.586,-115.562,-117.065,-117.037,34.5361,-0.455392,-9.60733,-0.00899286,-1.29956,0.00932932,35.8564,39.55,0.00864021,-0.000803498,0.000366626
Toyota GT-86,Laguna_Seca,,1,-125.995,216.793,48.2989,-2.79677,-0.271324,-1.94286,0.0344443,0,1,-116.769,-116.242,-118.136,-117.923,34.7736,-0.502373,-9.87004,-0.00993016,-1.2943,0.00112683,36.1571,39.709,0.00647004,-0.0996393,0.100665
Toyota GT-86,Laguna_Seca,,1,-121.347,216.726,46.959,-1.94496,0.234964,-1.97981,-0.00187181,0,1,-117.541,-117.215,-119.018,-118.807,34.941,-0.496883,-10.2261,-0.0101076,-1.28012,0.000937975,36.416,39.831,-0.00993741,-0.0634699,-0.0400803
Toyota GT-86,Laguna_Seca,,1,-117.728,216.675,45.8898,-1.76936,0.0834232,-1.97823,0.00545293,0,1,-118.189,-117.887,-119.486,-119.52,35.0829,-0.481889,-10.4607,-0.0089858,-1.2767,0.000992293,36.619,39.931,-0.00542561,-0.0127634,0.00827942
Toyota GT-86,Laguna_Seca,,1,-113.101,216.612,44.4768,-5.49122,0.203855,-1.74423,0.0771782,0,1,-119.207,-118.137,-120.524,-120.208,35.1761,-0.468863,-10.9896,-0.00859422,-1.26623,-0.0113482,36.8615,40.071,-0.00286533,-0.182384,0.159065
Toyota GT-86,Laguna_Seca,,1,-109.059,216.561,43.1652,-7.26972,0.336736,-1.56072,0.0628912,0,1,-119.876,-118.472,-121.59,-121.158,35.1058,-0.417019,-11.791,-0.00812367,-1.23413,-0.0240806,37.0427,40.181,0.00864167,-0.326116,0.0166714
Toyota GT-86,Laguna_Seca,,1,-104.507,216.511,41.5644,-9.70774,0.12818,-0.809846,0.12447,0,0.195026,-120.361,-118.315,-121.837,-122.192,34.8802,-0.358476,-12.926,-0.00734572,-1.18909,-0.03188,37.2006,40.321,0.00304798,-0.373207,0.0948553
Toyota GT-86,Laguna_Seca,,1,-101.443,216.481,40.3902,-10.5524,0.0500211,1.75743,0.134533,0,0,-119.726,-118.012,-119.575,-117.603,34.4643,-0.320167,-13.6991,-0.0086687,-1.15597,-0.0380064,37.0814,40.4,0.0387597,-0.39477,0.0361434
Toyota GT-86,Laguna_Seca,,1,-97.6343,216.45,38.8097,-10.9033,0.139387,1.87651,0.0719921,0,0,-118.956,-117.366,-118.079,-115.565,33.7402,-0.261274,-14.7321,-0.0117661,-1.1093,-0.037643,36.8148,40.516,0.0377164,-0.426267,-0.0281127
Toyota GT-86,Laguna_Seca,,1,-94.0684,216.425,37.1979,-10.3414,0.215228,1.71664,-0.00173538,0,0,-118.365,-116.758,-116.806,-114.215,33.0584,-0.196224,-15.6248,-0.0110528,-1.06321,-0.0363088,36.5575,40.616,-0.00513485,-0.418976,-0.0238452
Toyota GT-86,Laguna_Seca,,1,-89.8754,216.404,35.1338,-10.815,0.129416,1.73704,0.00467274,0,0,-117.378,-115.716,-115.201,-112.965,32.2051,-0.128896,-16.6512,-0.00784106,-1.01557,-0.0340738,36.2476,40.75,-0.0168049,-0.333183,0.050964
Toyota GT-86,Laguna_Seca,,1,-87.1638,216.394,33.6906,-11.6534,0.278108,1.91592,0.0647185,0,0,-116.172,-114.89,-114.389,-112.056,31.5744,-0.100254,-17.3543,-0.00722265,-0.988796,-0.0369835,36.0201,40.831,0.0167485,-0.311536,0.0212507
Toyota GT-86,Laguna_Seca,,1,-83.121,216.385,31.3689,-10.4419,-0.488292,0.0961027,-0.0168345,0,1,-115.24,-114.172,-116.686,-115.748,30.6083,-0.0528351,-18.4531,-0.00614436,-0.947018,-0.0314811,35.7374,40.966,0.0110721,-0.299224,-0.0872476
Toyota GT-86,Laguna_Seca,,1,-79.1846,216.379,28.899,-10.5898,-0.122013,-1.38966,0.0386639,0,1,-115.279,-113.776,-118.67,-121.712,29.8773,-0.0207787,-19.6371,-0.00144343,-0.910596,-0.027204,35.7541,41.084,-0.0422866,-0.259778,0.0155883
Toyota GT-86,Laguna_Seca,,1,-76.0746,216.378,26.7868,-10.8988,-0.15902,-1.6192,0.118043,0,1,-114.877,-113.545,-118.892,-123.082,29.3001,0.00372758,-20.6173,0.00173929,-0.885419,-0.0268227,35.8299,41.2,-0.00540955,-0.227805,-0.0134882
Toyota GT-86,Laguna_Seca,,1,-72.9313,216.379,24.5025,-10.8043,-0.0290948,-1.40643,0.138458,0,1,-114.782,-113.532,-119.199,-123.738,28.6753,0.0174964,-21.6079,0.0014809,-0.861228,-0.0221822,35.9062,41.309,0.00865638,-0.237221,-0.0400448
Toyota GT-86,Laguna_Seca,,1,-69.8574,216.383,22.11,-11.5659,0.885315,-1.58485,0.13819,0,1,-115.312,-113.818,-119.558,-123.5,27.9979,0.06841,-22.6226,0.00269629,-0.832974,-0.0204953,35.9969,41.416,-0.0244826,-0.283963,0.0128675
Toyota GT-86,Laguna_Seca,,1,-66.5862,216.398,19.3688,-11.4639,1.61722,-1.35629,0.0755101,0,1,-116.117,-114.544,-119.745,-122.809,27.1915,0.233437,-23.731,0.0087835,-0.795624,-0.0199634,36.0956,41.54,-0.0590487,-0.337877,-0.0216857
Toyota GT-86,Laguna_Seca,,1,-63.899,216.431,16.9465,-12.1097,1.97652,-1.61514,0.0694059,0,1,-116.921,-115.116,-119.796,-121.937,26.4505,0.441165,-24.7048,0.0153599,-0.762816,-0.0171625,36.1993,41.631,-0.0562216,-0.315155,0.00988886
Toyota GT-86,Laguna_Seca,,1,-60.4834,216.507,13.6102,-13.1773,2.06982,-1.24996,0.137249,0,1,-116.531,-114.978,-119.916,-122.261,25.3428,0.714992,-25.9567,0.0215103,-0.721605,-0.0194801,36.2846,41.766,-0.0384452,-0.337554,0.0123017
Toyota GT-86,Laguna_Seca,,1,-58.3988,216.574,11.416,-11.129,1.88699,-1.11699,0.13711,0,1,-116.703,-115.042,-120.092,-122.465,24.6106,0.896987,-26.7002,0.0256933,-0.692122,-0.0200937,36.3249,41.851,-0.0399305,-0.35212,0.0288736
Toyota GT-86,Laguna_Seca,,1,-55.1483,216.701,7.75154,-8.92402,-1.47927,1.64849,0.137136,0,0,-116.271,-115.069,-116.577,-115.656,23.4885,0.917829,-27.5643,0.0231429,-0.650954,-0.014929,36.2192,41.981,0.0966235,-0.257416,-0.0861038
Toyota GT-86,Laguna_Seca,,1,-52.2793,216.803,4.28237,-9.55673,-1.85607,2.05695,0.137899,0,0,-115.377,-114.303,-114.61,-112.365,22.3954,0.688435,-28.079,0.0106743,-0.617043,-0.00707412,35.914,42.105,0.0670391,-0.304517,-0.00555116
Toyota GT-86,Laguna_Seca,,1,-50.3016,216.86,1.74165,-10.8602,-0.602208,2.28943,0.138633,0,0,-114.71,-113.389,-113.764,-110.917,21.5254,0.592503,-28.4383,0.00833028,-0.586161,-0.0111269,35.6613,42.2,-0.00159081,-0.375493,0.100244
Toyota GT-86,Laguna_Seca,,1,-47.4897,216.938,-2.13292,-11.7799,-0.17588,2.32837,0.139915,0,0,-113.278,-111.958,-112.375,-109.384,20.0765,0.580437,-28.9782,0.0110372,-0.532082,-0.0188035,35.2486,42.335,-0.00368272,-0.40866,0.0145633
Toyota GT-86,Laguna_Seca,,1,-45.5331,216.996,-5.04558,-10.7521,-0.475832,2.15275,0.140919,0,0,-112.092,-110.847,-111.133,-108.309,18.9945,0.574417,-29.3336,0.0104635,-0.492174,-0.0189332,34.9436,42.431,0.0278772,-0.403041,0.00795552
Toyota GT-86,Laguna_Seca,,1,-43.715,217.051,-7.94172,-10.6304,-0.721674,1.51669,0.14193,0,0.209304,-110.954,-109.751,-111.485,-108.355,17.9376,0.522701,-29.6534,0.00765668,-0.452615,-0.0193434,34.6565,42.519,0.0352293,-0.404122,0.0104691
Toyota GT-86,Laguna_Seca,,1,-41.3532,217.115,-12.0219,-10.7579,-0.997974,0.704531,0.143035,0,0.367112,-109.74,-108.476,-112.017,-111.74,16.5624,0.404682,-30.1239,0.00508593,-0.396498,-0.0204319,34.3719,42.666,0.0178617,-0.405026,0.0175681
Toyota GT-86,Laguna_Seca,,1,-39.5117,217.155,-15.5071,-10.8113,-1.02595,0.0328951,0.143742,0,0.731668,-108.854,-107.601,-112.382,-113.907,15.4203,0.307729,-30.5217,0.00467545,-0.351779,-0.0227847,34.1932,42.781,0.0128539,-0.379422,0.0234681
Toyota GT-86,Laguna_Seca,,1,-37.8724,217.184,-18.886,-10.2251,-1.26013,-0.918809,0.127666,0,1,-108.193,-106.988,-114.32,-119.169,14.3206,0.215019,-30.959,0.00426006,-0.311005,-0.0237868,34.1109,42.897,0.0140385,-0.353914,-0.0173372
Toyota GT-86,Laguna_Seca,,1,-35.9112,217.208,-23.3634,-10.8164,-0.434135,-1.74385,-0.000218176,0,1,-109.124,-107.425,-115.119,-122.172,12.9436,0.134599,-31.5576,0.00423684,-0.261834,-0.0239866,34.1093,43.039,-0.000382582,-0.339998,0.0360266
Toyota GT-86,Laguna_Seca,,1,-34.7023,217.22,-26.4337,-10.1395,-0.437101,-1.77092,-0.0156734,0,1,-109.955,-107.959,-115.331,-123.003,12.0098,0.10665,-31.9745,0.00491099,-0.22994,-0.0255076,34.1575,43.135,0.00427879,-0.306385,0.056631
Toyota GT-86,Laguna_Seca,,1,-33.2061,217.231,-30.6786,-10.8404,-0.433316,-1.64015,0.102685,0,1,-109.062,-107.609,-115.198,-124.384,10.6934,0.070958,-32.4996,0.00414528,-0.192407,-0.0318763,34.2141,43.266,0.0198931,-0.279718,0.0370482
Toyota GT-86,Laguna_Seca,,1,-32.2011,217.237,-33.8906,-10.9288,-0.165553,-1.66384,0.0846662,0,1,-109.336,-107.683,-115.653,-124.675,9.66065,0.0613427,-32.8556,0.00310861,-0.164524,-0.0313645,34.2469,43.366,0.0056908,-0.284226,0.0406807
Toyota GT-86,Laguna_Seca,,1,-31.1178,217.247,-37.8581,-11.8564,0.448609,-1.90893,0.143788,0,1,-108.647,-107.302,-115.345,-124.959,8.37346,0.131107,-33.241,0.00602747,-0.129397,-0.0381915,34.2812,43.486,-0.024356,-0.30052,0.004653
Toyota GT-86,Laguna_Seca,,1,-30.3347,217.265,-41.1986,-9.97127,0.727122,-1.73822,0.143676,0,1,-108.777,-107.289,-115.331,-123.899,7.19715,0.222574,-33.5494,0.00835196,-0.10007,-0.0355088,34.3145,43.589,-0.0101978,-0.291633,-0.0583608
Toyota GT-86,Laguna_Seca,,1,-29.6718,217.289,-44.5094,-10.3552,-0.609787,-1.6162,0.14355,0,1,-108.933,-107.504,-115.591,-123.005,6.15551,0.248208,-33.7993,0.00751403,-0.0751925,-0.0235498,34.3583,43.685,0.0300215,-0.238157,-0.105218
Toyota GT-86,Laguna_Seca,,1,-28.9837,217.303,-48.6329,-8.76782,-2.48268,-1.85916,0.143347,0,1,-109.002,-107.877,-119.723,-122.24,5.38961,-0.155584,-34.0037,0.00230391,-0.04883,-0.0398603,34.4297,43.781,0.0668639,-0.214673,0.675396
Toyota GT-86,Laguna_Seca,,1,-28.447,217.281,-52.4394,-6.22915,0.796052,-0.847582,0.136666,0,1,-108.837,-108.062,-121.503,-122.749,4.64848,-0.153333,-34.145,0.00243472,-0.0234534,-0.0954916,34.4604,43.918,-0.0137555,-0.250796,0.122933
Toyota GT-86,Laguna_Seca,,1,-27.9562,217.276,-56.4353,-9.57447,1.31288,-2.10874,0.0358619,0,1,-109.816,-109.121,-120.909,-120.512,3.7206,0.102577,-34.3156,0.00865269,0.00557121,-0.100116,34.52,44.031,-0.0297875,-0.236057,0.00638902
Toyota GT-86,Laguna_Seca,,1,-27.495,217.312,-61.2489,-5.92082,-0.326172,-0.536804,-0.0751743,0,1,-110.872,-110.209,-120.663,-121.689,2.67872,0.34498,-34.3851,0.0135617,0.0356475,-0.067803,34.4899,44.171,-0.0471597,-0.230374,-0.497803
Toyota GT-86,Laguna_Seca,,1,-27.2262,217.331,-64.5708,-1.6748,-4.30509,1.26544,-0.0733484,0,1,-110.698,-110.208,-121.627,-127.569,2.31308,0.0824827,-34.3001,0.0143096,0.056266,-0.0134477,34.3747,44.266,0.0512661,-0.188543,-0.754486
Toyota GT-86,Laguna_Seca,,1,-26.9816,217.332,-68.5092,-7.47576,-0.598939,-1.87784,0.0082653,0,1,-109.744,-109.537,-125.171,-126.076,1.81264,-0.0387768,-34.2307,0.00994829,0.0731633,-0.00497384,34.2835,44.384,0.0400046,-0.106662,0.109613
Toyota GT-86,Laguna_Seca,,1,-26.8178,217.342,-72.5521,-8.46567,4.53819,2.16264,0.0900128,0,1,-108.113,-108.076,-123.322,-126.123,0.968426,0.187152,-34.1015,0.0069888,0.0875561,-0.00837873,34.1068,44.501,0.0260927,-0.168343,-0.0808061
Toyota GT-86,Laguna_Seca,,1,-26.7425,217.371,-76.176,-4.55768,2.06699,3.36131,-0.00420628,0,1,-107.97,-107.763,-124.058,-127.073,0.283929,0.375256,-33.8455,0.00618735,0.109903,0.00151238,33.8342,44.611,-0.00611483,-0.256557,0.0146689
Toyota GT-86,Laguna_Seca,,1,-26.7462,217.411,-79.7166,-3.42033,-2.6254,2.55087,-0.0818947,0,1,-107.862,-107.21,-123.56,-130.217,-0.295491,0.436392,-33.5405,0.00993156,0.138682,-0.0101907,33.5391,44.716,-0.0878792,-0.298194,0.178999
Toyota GT-86,Laguna_Seca,,1,-26.8521,217.475,-84.7768,-3.78123,-0.0873426,3.59656,-0.0916815,0,1,-106.586,-106.098,-121.962,-133.648,-1.03949,0.42768,-33.1403,0.016666,0.178064,-0.0265952,33.1523,44.869,0.00278585,-0.234691,-0.0911129
Toyota GT-86,Laguna_Seca,,1,-26.978,217.509,-88.2398,-4.96945,-2.1446,2.3635,-0.11922,0,1,-105.653,-105.145,-122.507,-137.642,-1.51681,0.267457,-32.8333,0.0154918,0.203255,-0.0199895,32.8557,44.966,0.0297668,-0.261262,-0.0685664
Toyota GT-86,Laguna_Seca,,1,-27.181,217.531,-91.8934,-6.84708,0.605684,-3.05527,-0.193084,0,1,-105.54,-104.518,-126.091,-133.394,-2.14345,0.181807,-32.7022,0.0116195,0.23417,-0.0293095,32.7712,45.081,0.048534,-0.275622,0.165511
Toyota GT-86,Laguna_Seca,,1,-27.6148,217.569,-97.2424,-6.91559,-0.268223,-2.35238,-0.194466,0,1,-106.432,-104.811,-126.136,-127.211,-3.29916,0.272457,-32.7979,0.00929261,0.279816,-0.026032,32.9673,45.25,-0.0331935,-0.296184,-0.0208066
Toyota GT-86,Laguna_Seca,,1,-27.9325,217.592,-100.145,-8.71732,0.0446398,-3.62133,-0.147004,0,1,-106.407,-104.805,-123.812,-125.615,-3.98371,0.265061,-32.8411,0.0133788,0.3056,-0.0233348,33.0876,45.331,-0.0377585,-0.29094,-0.017972
Toyota GT-86,Laguna_Seca,,1,-28.4483,217.621,-103.923,-9.87673,-0.0296335,-3.06293,-0.123943,0,1,-106.47,-104.817,-121.681,-124.007,-5.01215,0.249109,-32.8173,0.0148004,0.341358,-0.029662,33.2042,45.451,0.0128694,-0.342336,0.0703606
Toyota GT-86,Laguna_Seca,,1,-29.006,217.648,-107.255,-9.39816,-0.584208,-2.38588,-0.16816,0,1,-106.864,-105.021,-119.459,-124.153,-6.02443,0.271299,-32.7171,0.0133879,0.379568,-0.0308177,33.2697,45.55,0.0270911,-0.41014,-0.00287322
Toyota GT-86,Laguna_Seca,,1,-29.9051,217.684,-111.662,-10.1798,-0.379731,-2.86922,-0.255877,0,0.752764,-107.568,-105.597,-115.697,-124.974,-7.40771,0.265881,-32.5276,0.0124038,0.437227,-0.0312889,33.3639,45.691,0.019172,-0.401059,0.0144321
Toyota GT-86,Laguna_Seca,,1,-30.6781,217.71,-114.85,-10.0266,-0.599578,-1.19239,-0.288861,0,0,-107.619,-106.079,-107.894,-115.464,-8.36529,0.248696,-32.2691,0.0103119,0.471601,-0.0308957,33.3314,45.781,0.0407002,-0.295106,0.00080983
Toyota GT-86,Laguna_Seca,,1,-31.8591,217.742,-119.062,-10.1787,-0.389071,-0.00745583,-0.290173,0,0,-106.742,-106.028,-103.772,-105.041,-9.60549,0.222877,-31.69,0.00642894,0.500301,-0.0311971,33.1145,45.916,0.0265451,-0.153352,-0.00163279
Toyota GT-86,Laguna_Seca,,1,-33.1607,217.77,-123.087,-9.57041,-0.265996,0.807706,-0.281896,0,0,-105.734,-105.657,-101.362,-100.478,-10.6666,0.221073,-31.0406,0.0048903,0.511608,-0.029018,32.8102,46.034,0.00466481,-0.0162556,-0.0304099
Toyota GT-86,Laguna_Seca,,1,-34.3255,217.793,-126.314,-9.10332,-0.201135,1.41467,-0.230877,0,0,-104.725,-105.155,-100.227,-99.3485,-11.4654,0.222371,-30.4543,0.00470058,0.50425,-0.0257378,32.5337,46.149,-0.0026231,0.149067,-0.00845474
Toyota GT-86,Laguna_Seca,,1,-35.7386,217.82,-129.873,-8.41173,-0.36454,2.08414,-0.132053,0,0,-103.343,-104.503,-100.378,-99.8256,-12.2907,0.217314,-29.7758,0.00406213,0.476659,-0.0255244,32.2041,46.276,0.00711843,0.305604,-0.025428
Toyota GT-86,Laguna_Seca,,1,-36.958,217.84,-132.723,-5.48715,-0.444743,2.41453,-0.0564346,0,0,-102.263,-103.84,-101.206,-101.657,-12.8239,0.188633,-29.2594,0.00235114,0.443904,-0.0190267,31.9405,46.366,0.00702234,0.343538,-0.122534
Toyota GT-86,Laguna_Seca,,1,-38.3694,217.859,-135.927,-0.232543,-0.219358,1.73822,0.0226511,0,0,-101.84,-102.718,-101.244,-102.039,-12.8598,0.153626,-29.0048,0.00200033,0.411501,0.00868056,31.7264,46.484,-0.00297264,0.194914,-0.201499
Toyota GT-86,Laguna_Seca,,1,-39.5405,217.872,-138.581,1.63439,0.975629,1.88218,0.0131497,0,0,-101.772,-101.863,-101.081,-100.935,-12.6976,0.151244,-28.9067,0.0023264,0.40388,0.0141465,31.571,46.566,-0.00658474,0.0159178,0.0208587
Toyota GT-86,Laguna_Seca,,1,-41.1589,217.893,-142.279,0.404643,1.49697,2.14323,0.00672876,0,0,-101.071,-100.945,-99.9916,-100.019,-12.475,0.180727,-28.728,0.00438831,0.405987,0.00336951,31.316,46.701,-0.0105277,-0.0301544,0.0131564
Toyota GT-86,Laguna_Seca,,1,-42.465,217.915,-145.285,0.045116,-0.504052,2.05973,0.00304782,0,0,-100.395,-100.273,-99.3382,-99.1451,-12.3668,0.233343,-28.5335,0.00640299,0.409011,-0.00211255,31.0921,46.799,-0.00649582,-0.0257721,0.103373
Toyota GT-86,Laguna_Seca,,1,-42.6341,217.829,-147.57,-16.8657,18.0808,-5.06329,-0.155632,0,0,-53.6292,-55.1674,-74.8508,-79.5179,-0.154491,-0.0234471,-17.685,0.00804255,0.435861,-0.0225041,17.4424,46.916,0.135307,-0.128601,-0.257871
Toyota GT-86,Laguna_Seca,,1,-42.6321,217.87,-149.872,-12.8633,5.83982,-1.19348,-0.258623,0,0.2,-49.6786,-50.3084,-51.301,-56.0022,-0.087165,0.471723,-16.44,0.00495582,0.449044,-0.0413554,16.4299,47.051,-0.00332167,-0.134817,0.462952
Toyota GT-86,Laguna_Seca,,1,-42.6099,217.911,-151.382,-9.54007,2.54243,-0.0786641,-0.290086,0,0,-47.6573,-47.9036,-46.5316,-49.2144,0.0511504,0.474179,-15.7104,0.00211809,0.466783,-0.0437104,15.7056,47.15,-0.00287635,-0.186938,0.187777
Toyota GT-86,Laguna_Seca,,1,-42.5698,217.976,-153.542,-6.72198,-2.36289,-0.169747,-0.322222,0,0.05,-45.5134,-45.5586,-43.3397,-44.2919,0.132767,0.427914,-14.9682,0.00730799,0.499733,-0.0290751,14.9709,47.281,-0.0174693,-0.239746,-0.112147
Toyota GT-86,Laguna_Seca,,1,-127.257,222.889,447.161,-0.010145,-1.23418,10.5845,-0.000126308,0,1,-18.4537,-19.5788,-15.4287,-15.6367,-10.8773,-0.204951,-14.851,-0.00618934,0.63245,0.00154405,18.3858,0.0350037,0.0484523,0.00750426,0.00902501
Toyota GT-86,Laguna_Seca,,1,-139.715,222.693,430.976,0.00086298,-0.120404,-3.04478,0.000567612,0,1,-66.8982,-66.9023,-68.092,-68.0681,-13.1401,-0.250592,-16.0676,-0.00648704,0.685311,0.00144698,20.7641,1.10001,0.00498116,0.000383908,-0.00401692
Toyota GT-86,Laguna_Seca,,1,-140.374,222.681,430.169,0.0244803,-0.10269,-3.04932,0.000388473,0,1,-67.3952,-67.3895,-68.6007,-68.5715,-13.2357,-0.256961,-16.1862,-0.00664503,0.685356,0.00148358,20.9164,1.14902,0.0015919,-0.00164321,0.000899534
Toyota GT-86,Laguna_Seca,,1,-141.261,222.663,429.085,0.0222425,-0.065495,-3.05597,-0.000215164,0,1,-68.0481,-68.0386,-69.2558,-69.2318,-13.3625,-0.263574,-16.343,-0.00663721,0.685473,0.00140165,21.1202,1.215,-0.00139765,-0.00136341,0.000704877
Toyota GT-86,Laguna_Seca,,1,-142.179,222.645,427.962,-0.00229878,-0.0576606,-3.05903,-0.00014886,0,1,-68.7039,-68.7039,-69.9221,-69.9036,-13.4917,-0.269335,-16.5019,-0.00651874,0.685513,0.00137303,21.3291,1.285,-0.00156548,-0.000104202,0.000400136
Toyota GT-86,Laguna_Seca,,1,-143.06,222.627,426.884,-0.00518453,-0.0186283,-3.05501,-0.000117254,0,1,-69.3634,-69.3645,-70.5899,-70.5736,-13.6217,-0.272861,-16.6603,-0.00644343,0.685507,0.00134637,21.528,1.35001,-0.000681808,0.000143363,0.000321673
Toyota GT-86,Laguna_Seca,,1,-143.744,222.614,426.048,-0.00168254,-0.0149255,-3.05625,-9.87367e-05,0,1,-69.8559,-69.8569,-71.0944,-71.0751,-13.7186,-0.274796,-16.7785,-0.00642127,0.6855,0.00133842,21.6808,1.39999,-0.00022954,0.000138687,0.000268271
Toyota GT-86,Laguna_Seca,,1,-144.987,222.589,424.528,0.000960648,-0.00902025,-3.05568,-7.62377e-05,0,1,-70.7377,-70.7384,-71.9927,-71.9749,-13.8918,-0.27747,-16.9905,-0.0064448,0.685492,0.00129752,21.9561,1.48999,0.000697535,7.30037e-05,0.000280125
Toyota GT-86,Laguna_Seca,,1,-145.824,222.572,423.504,-0.001791,-0.0276775,-3.05711,5.39466e-06,0,1,-71.3347,-71.3333,-72.6056,-72.5841,-14.0088,-0.28004,-17.1336,-0.00650788,0.685489,0.00127809,22.1395,1.54901,0.00142916,1.29927e-05,0.00039574
Toyota GT-86,Laguna_Seca,,1,-146.786,222.553,422.328,-0.163486,-0.0347381,-3.06388,0.00331788,0,1,-72.0148,-71.9737,-73.2807,-73.2578,-14.1415,-0.283445,-17.2898,-0.00661372,0.685533,0.00112151,22.3434,1.61499,0.0015707,-0.00280474,0.00638867
Toyota GT-86,Laguna_Seca,,1,-147.734,222.534,421.17,-0.397508,-0.0541061,-3.05516,0.00441053,0,1,-72.6591,-72.6483,-73.9752,-73.9172,-14.2888,-0.28852,-17.4339,-0.00671262,0.686184,0.000196489,22.5524,1.68301,0.00137442,-0.0176211,0.0158503
Toyota GT-86,Laguna_Seca,,1,-148.667,222.515,420.032,-0.0739649,-0.0207291,-3.05706,1.68701e-05,0,1,-73.3352,-73.2766,-74.642,-74.5773,-14.4262,-0.291033,-17.5826,-0.0067744,0.687284,0.000182422,22.7514,1.75,0.00065601,-0.0128712,-0.0129699
Toyota GT-86,Laguna_Seca,,1,-149.658,222.495,418.824,-0.104379,0.0443939,-3.05314,-0.000175665,0,1,-73.9781,-73.9558,-75.305,-75.2642,-14.561,-0.291057,-17.7367,-0.00672678,0.687817,0.000989663,22.9601,1.815,-0.00272123,-0.0042782,-0.00681763
Toyota GT-86,Laguna_Seca,,1,-150.658,222.475,417.607,-0.0697544,0.0412092,-3.07838,-0.000212893,0,1,-74.6614,-74.657,-75.9914,-75.975,-14.7019,-0.289887,-17.8984,-0.00640785,0.687968,0.00106712,23.1693,1.88,-0.00578242,-0.000868402,0.00113863
Toyota GT-86,Laguna_Seca,,1,-151.593,222.457,416.468,-0.0370591,0.0353009,-3.05784,-0.00018794,0,1,-75.2801,-75.2808,-76.6192,-76.6027,-14.8268,-0.288614,-18.0454,-0.00612268,0.687984,0.00107022,23.3632,1.94901,-0.00304997,0.000125618,-0.00184611
Toyota GT-86,Laguna_Seca,,1,-152.362,222.442,415.532,-0.0153157,0.0160911,-3.05407,-0.000152486,0,1,-75.771,-75.7725,-77.1243,-77.1055,-14.9248,-0.288413,-18.1627,-0.00603727,0.687973,0.00119424,23.516,2,-0.000620609,0.000258479,-0.00268039
Toyota GT-86,Laguna_Seca,,1,-153.086,222.428,414.651,-0.00174654,-0.0240166,-3.05054,-0.000118987,0,1,-76.2628,-76.264,-77.6297,-77.6087,-15.0221,-0.28944,-18.2804,-0.0060509,0.687962,0.00129374,23.6688,2.05002,0.00128293,0.000200946,-0.00146714
Toyota GT-86,Laguna_Seca,,1,-154.142,222.408,413.366,0.00329881,-0.0310639,-3.0577,-8.75383e-05,0,1,-76.9407,-76.9418,-78.3307,-78.3067,-15.1557,-0.292795,-18.4432,-0.00621269,0.687951,0.00135735,23.8825,2.12,0.0028216,0.000114855,-0.000361347
Toyota GT-86,Laguna_Seca,,1,-154.826,222.394,412.533,0.00302083,-0.0409091,-3.05855,-7.53104e-05,0,1,-77.4031,-77.4041,-78.8058,-78.782,-15.2467,-0.295635,-18.5542,-0.00633636,0.687948,0.00135822,24.0199,2.16501,0.00236514,5.1801e-05,0.00023075
Toyota GT-86,Laguna_Seca,,1,-155.617,222.379,411.572,0.00136776,-0.0412146,-3.05713,-6.78748e-05,0,1,-77.8957,-77.8964,-79.3112,-79.2873,-15.3435,-0.298848,-18.6721,-0.0064255,0.687947,0.00134563,24.1776,2.215,0.00107773,-2.01061e-05,0.000161924
Toyota GT-86,Laguna_Seca,,1,-156.386,222.364,410.635,-0.000247383,-0.0417042,-3.0626,-6.3804e-05,0,1,-78.3886,-78.3893,-79.8136,-79.7892,-15.4405,-0.301892,-18.7901,-0.00644951,0.68795,0.00134343,24.3253,2.26501,-2.7886e-05,-7.05599e-05,6.40116e-05
Toyota GT-86,Laguna_Seca,,1,-157.446,222.343,409.345,-0.00157142,0.0106521,-3.05485,-6.09768e-05,0,1,-79.0395,-79.0396,-80.4743,-80.4484,-15.5686,-0.303169,-18.9458,-0.00634303,0.687956,0.00134161,24.5391,2.33499,-0.00287091,-0.000108989,-2.59527e-05
Toyota GT-86,Laguna_Seca,,1,-158.463,222.323,408.108,-0.0026705,0.02669,-3.05773,-5.6517e-05,0,1,-79.7105,-79.7106,-81.1492,-81.1256,-15.7007,-0.303427,-19.1063,-0.00609748,0.687964,0.00134679,24.7378,2.39999,-0.00381303,-0.000130259,-9.79886e-06
