1,-233.205,222.041,300.157
1,-233.469,222.048,299.819
1,-233.791,222.056,299.405
1,-234.084,222.064,299.029
1,-234.377,222.072,298.654
1,-234.67,222.08,298.278
1,-234.962,222.087,297.903
1,-235.226,222.095,297.565
1,-235.547,222.104,297.152
1,-235.84,222.112,296.777
1,-236.161,222.121,296.365
1,-236.425,222.129,296.027
1,-236.718,222.137,295.651
1,-236.982,222.145,295.312
1,-237.334,222.156,294.86
1,-237.599,222.164,294.52
1,-237.894,222.173,294.141
1,-238.19,222.182,293.761
1,-238.486,222.192,293.381
1,-238.753,222.2,293.038
1,-239.08,222.211,292.619
1,-239.377,222.221,292.238
1,-239.674,222.23,291.856
1,-239.972,222.24,291.474
1,-240.27,222.25,291.091
1,-240.538,222.259,290.746
1,-240.867,222.271,290.325
1,-241.166,222.281,289.941
1,-241.764,222.302,289.173
1,-241.764,222.302,289.173
1,-242.063,222.313,288.789
1,-242.332,222.322,288.443
1,-242.96,222.344,287.637
1,-243.289,222.356,287.215
1,-243.558,222.366,286.87
1,-243.857,222.377,286.486
1,-244.126,222.387,286.141
1,-244.453,222.399,285.72
1,-244.751,222.41,285.338
1,-245.019,222.42,284.994
1,-245.346,222.433,284.574
1,-245.643,222.444,284.193
1,-245.91,222.454,283.85
1,-246.236,222.467,283.431
1,-246.532,222.478,283.051
1,-246.828,222.49,282.671
1,-247.123,222.502,282.292
1,-247.419,222.514,281.912
1,-247.684,222.525,281.571
1,-248.008,222.538,281.155
1,-248.39,222.554,280.664
1,-248.596,222.563,280.399
1,-248.89,222.575,280.022
1,-249.183,222.588,279.645
1,-249.446,222.599,279.307
1,-249.768,222.613,278.893
1,-250.031,222.625,278.555
1,-250.323,222.638,278.179
1,-250.644,222.652,277.767
1,-250.936,222.665,277.391
1,-251.199,222.677,277.054
1,-251.52,222.692,276.641
1,-251.811,222.706,276.266
1,-252.074,222.718,275.929
1,-252.395,222.733,275.516
1,-252.686,222.747,275.141
1,-253.27,222.775,274.391
1,-253.27,222.775,274.391
1,-253.853,222.803,273.64
1,-253.853,222.803,273.64
1,-254.145,222.818,273.264
1,-254.438,222.832,272.888
1,-254.701,222.845,272.55
1,-255.023,222.861,272.136
1,-255.638,222.891,271.345
1,-255.901,222.905,271.005
1,-256.194,222.919,270.628
1,-256.458,222.933,270.288
1,-256.781,222.95,269.873
1,-257.074,222.965,269.495
1,-257.367,222.98,269.116
1,-261.261,223.195,264.257
1,-261.533,223.21,263.921
1,-261.837,223.227,263.548
1,-262.171,223.247,263.137
1,-262.476,223.264,262.764
1,-263.087,223.3,262.019
1,-263.393,223.318,261.646
1,-263.669,223.334,261.311
1,-264.006,223.354,260.901
1,-264.282,223.371,260.566
1,-264.589,223.389,260.193
1,-264.927,223.41,259.783
1,-265.235,223.428,259.41
1,-265.511,223.446,259.075
1,-265.85,223.467,258.665
1,-266.127,223.484,258.329
1,-266.434,223.504,257.957
1,-267.079,223.546,257.174
1,-267.355,223.565,256.838
1,-267.691,223.587,256.427
1,-267.995,223.608,256.052
1,-268.299,223.628,255.677
